timestamp target_q_0 target_q_1 target_q_2 target_q_3 target_q_4 target_q_5 target_qd_0 target_qd_1 target_qd_2 target_qd_3 target_qd_4 target_qd_5 target_qdd_0 target_qdd_1 target_qdd_2 target_qdd_3 target_qdd_4 target_qdd_5 target_current_0 target_current_1 target_current_2 target_current_3 target_current_4 target_current_5 target_moment_0 target_moment_1 target_moment_2 target_moment_3 target_moment_4 target_moment_5 actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 actual_current_0 actual_current_1 actual_current_2 actual_current_3 actual_current_4 actual_current_5 joint_control_output_0 joint_control_output_1 joint_control_output_2 joint_control_output_3 joint_control_output_4 joint_control_output_5 actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5 actual_TCP_speed_0 actual_TCP_speed_1 actual_TCP_speed_2 actual_TCP_speed_3 actual_TCP_speed_4 actual_TCP_speed_5 actual_TCP_force_0 actual_TCP_force_1 actual_TCP_force_2 actual_TCP_force_3 actual_TCP_force_4 actual_TCP_force_5 target_TCP_pose_0 target_TCP_pose_1 target_TCP_pose_2 target_TCP_pose_3 target_TCP_pose_4 target_TCP_pose_5 target_TCP_speed_0 target_TCP_speed_1 target_TCP_speed_2 target_TCP_speed_3 target_TCP_speed_4 target_TCP_speed_5 actual_digital_input_bits joint_temperatures_0 joint_temperatures_1 joint_temperatures_2 joint_temperatures_3 joint_temperatures_4 joint_temperatures_5 actual_execution_time robot_mode joint_mode_0 joint_mode_1 joint_mode_2 joint_mode_3 joint_mode_4 joint_mode_5 safety_mode actual_tool_accelerometer_0 actual_tool_accelerometer_1 actual_tool_accelerometer_2 speed_scaling target_speed_fraction actual_momentum actual_main_voltage actual_robot_voltage actual_robot_current actual_joint_voltage_0 actual_joint_voltage_1 actual_joint_voltage_2 actual_joint_voltage_3 actual_joint_voltage_4 actual_joint_voltage_5 actual_digital_output_bits runtime_state
71.91199999999999 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.567566321163677e-17 2.7026901833875967 2.3763279796918058 0.21987418719040294 0.0010931069527104337 0.0 5.62105749562549e-16 42.58358652945497 30.00114074360905 2.8869480778099907 0.014352494289087993 0.0 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 4.632306819616653e-07 1.5691623916278731e-06 1.2593355122353246e-06 8.003876953997937e-09 4.04991408414233e-08 1.2122872136397371e-09 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.232982 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 10.599970817565918 0.0 0.0 0.0 0.0 0.0 0.0 0 1
71.92 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.567566321163677e-17 2.7026901833875967 2.3763279796918058 0.21987418719040294 0.0010931069527104337 0.0 5.62105749562549e-16 42.58358652945497 30.00114074360905 2.8869480778099907 0.014352494289087993 0.0 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 4.632306819616653e-07 1.5691623916278731e-06 1.2593355122353246e-06 8.003876953997937e-09 4.04991408414233e-08 1.2122872136397371e-09 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.171217 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 10.599970817565918 0.0 0.0 0.0 0.0 0.0 0.0 0 1
71.928 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.567566321163677e-17 2.7026901833875967 2.3763279796918058 0.21987418719040294 0.0010931069527104337 0.0 5.62105749562549e-16 42.58358652945497 30.00114074360905 2.8869480778099907 0.014352494289087993 0.0 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 4.632306819616653e-07 1.5691623916278731e-06 1.2593355122353246e-06 8.003876953997937e-09 4.04991408414233e-08 1.2122872136397371e-09 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.14747 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 10.599970817565918 0.0 0.0 0.0 0.0 0.0 0.0 0 1
71.93599999999999 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.567566321163677e-17 2.7026901833875967 2.3763279796918058 0.21987418719040294 0.0010931069527104337 0.0 5.62105749562549e-16 42.58358652945497 30.00114074360905 2.8869480778099907 0.014352494289087993 0.0 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 4.632306819616653e-07 1.5691623916278731e-06 1.2593355122353246e-06 8.003876953997937e-09 4.04991408414233e-08 1.2122872136397371e-09 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.12106399999999999 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 10.599970817565918 0.0 0.0 0.0 0.0 0.0 0.0 0 1
71.944 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.567566321163677e-17 2.7026901833875967 2.3763279796918058 0.21987418719040294 0.0010931069527104337 0.0 5.62105749562549e-16 42.58358652945497 30.00114074360905 2.8869480778099907 0.014352494289087993 0.0 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 4.632306819616653e-07 1.5691623916278731e-06 1.2593355122353246e-06 8.003876953997937e-09 4.04991408414233e-08 1.2122872136397371e-09 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.14379499999999998 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 10.599970817565918 0.0 0.0 0.0 0.0 0.0 0.0 0 1
71.952 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.567566321163677e-17 2.7026901833875967 2.3763279796918058 0.21987418719040294 0.0010931069527104337 0.0 5.62105749562549e-16 42.58358652945497 30.00114074360905 2.8869480778099907 0.014352494289087993 0.0 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 4.632306819616653e-07 1.5691623916278731e-06 1.2593355122353246e-06 8.003876953997937e-09 4.04991408414233e-08 1.2122872136397371e-09 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.146415 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 10.599970817565918 0.0 0.0 0.0 0.0 0.0 0.0 0 1
71.96 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.567566321163677e-17 2.7026901833875967 2.3763279796918058 0.21987418719040294 0.0010931069527104337 0.0 5.62105749562549e-16 42.58358652945497 30.00114074360905 2.8869480778099907 0.014352494289087993 0.0 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 4.632306819616653e-07 1.5691623916278731e-06 1.2593355122353246e-06 8.003876953997937e-09 4.04991408414233e-08 1.2122872136397371e-09 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.092613 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 10.599970817565918 0.0 0.0 0.0 0.0 0.0 0.0 0 1
71.968 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.567566321163677e-17 2.7026901833875967 2.3763279796918058 0.21987418719040294 0.0010931069527104337 0.0 5.62105749562549e-16 42.58358652945497 30.00114074360905 2.8869480778099907 0.014352494289087993 0.0 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 4.632306819616653e-07 1.5691623916278731e-06 1.2593355122353246e-06 8.003876953997937e-09 4.04991408414233e-08 1.2122872136397371e-09 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.115527 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 10.599970817565918 0.0 0.0 0.0 0.0 0.0 0.0 0 1
71.976 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.567566321163677e-17 2.7026901833875967 2.3763279796918058 0.21987418719040294 0.0010931069527104337 0.0 5.62105749562549e-16 42.58358652945497 30.00114074360905 2.8869480778099907 0.014352494289087993 0.0 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 4.632306819616653e-07 1.5691623916278731e-06 1.2593355122353246e-06 8.003876953997937e-09 4.04991408414233e-08 1.2122872136397371e-09 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.115333 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 10.599970817565918 0.0 0.0 0.0 0.0 0.0 0.0 0 1
71.984 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.567566321163677e-17 2.7026901833875967 2.3763279796918058 0.21987418719040294 0.0010931069527104337 0.0 5.62105749562549e-16 42.58358652945497 30.00114074360905 2.8869480778099907 0.014352494289087993 0.0 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 4.632306819616653e-07 1.5691623916278731e-06 1.2593355122353246e-06 8.003876953997937e-09 4.04991408414233e-08 1.2122872136397371e-09 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.096875 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 10.599970817565918 0.0 0.0 0.0 0.0 0.0 0.0 0 1
71.99199999999999 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.567566321163677e-17 2.7026901833875967 2.3763279796918058 0.21987418719040294 0.0010931069527104337 0.0 5.62105749562549e-16 42.58358652945497 30.00114074360905 2.8869480778099907 0.014352494289087993 0.0 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 4.632306819616653e-07 1.5691623916278731e-06 1.2593355122353246e-06 8.003876953997937e-09 4.04991408414233e-08 1.2122872136397371e-09 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.111332 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 10.599970817565918 0.0 0.0 0.0 0.0 0.0 0.0 0 1
72.0 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.567566321163677e-17 2.7026901833875967 2.3763279796918058 0.21987418719040294 0.0010931069527104337 0.0 5.62105749562549e-16 42.58358652945497 30.00114074360905 2.8869480778099907 0.014352494289087993 0.0 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 4.632306819616653e-07 1.5691623916278731e-06 1.2593355122353246e-06 8.003876953997937e-09 4.04991408414233e-08 1.2122872136397371e-09 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.500571 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 10.599970817565918 0.0 0.0 0.0 0.0 0.0 0.0 0 1
72.008 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.567566321163677e-17 2.7026901833875967 2.3763279796918058 0.21987418719040294 0.0010931069527104337 0.0 5.62105749562549e-16 42.58358652945497 30.00114074360905 2.8869480778099907 0.014352494289087993 0.0 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 4.632306819616653e-07 1.5691623916278731e-06 1.2593355122353246e-06 8.003876953997937e-09 4.04991408414233e-08 1.2122872136397371e-09 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.43644700000000003 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 10.599970817565918 0.0 0.0 0.0 0.0 0.0 0.0 0 1
72.01599999999999 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.567566321163677e-17 2.7026901833875967 2.3763279796918058 0.21987418719040294 0.0010931069527104337 0.0 5.62105749562549e-16 42.58358652945497 30.00114074360905 2.8869480778099907 0.014352494289087993 0.0 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 4.632306819616653e-07 1.5691623916278731e-06 1.2593355122353246e-06 8.003876953997937e-09 4.04991408414233e-08 1.2122872136397371e-09 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.43886200000000003 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 10.599970817565918 0.0 0.0 0.0 0.0 0.0 0.0 0 1
72.024 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.567566321163677e-17 2.7026901833875967 2.3763279796918058 0.21987418719040294 0.0010931069527104337 0.0 5.62105749562549e-16 42.58358652945497 30.00114074360905 2.8869480778099907 0.014352494289087993 0.0 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 4.632306819616653e-07 1.5691623916278731e-06 1.2593355122353246e-06 8.003876953997937e-09 4.04991408414233e-08 1.2122872136397371e-09 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.43226 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 10.599970817565918 0.0 0.0 0.0 0.0 0.0 0.0 0 1
72.032 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.567566321163677e-17 2.7026901833875967 2.3763279796918058 0.21987418719040294 0.0010931069527104337 0.0 5.62105749562549e-16 42.58358652945497 30.00114074360905 2.8869480778099907 0.014352494289087993 0.0 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 4.632306819616653e-07 1.5691623916278731e-06 1.2593355122353246e-06 8.003876953997937e-09 4.04991408414233e-08 1.2122872136397371e-09 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.506336 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 10.599970817565918 0.0 0.0 0.0 0.0 0.0 0.0 0 1
72.03999999999999 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.567566321163677e-17 2.7026901833875967 2.3763279796918058 0.21987418719040294 0.0010931069527104337 0.0 5.62105749562549e-16 42.58358652945497 30.00114074360905 2.8869480778099907 0.014352494289087993 0.0 -1.6007002035724085 -1.7271001974688929 -2.2029998938189905 -0.8079999128924769 1.5951000452041626 -0.03099996248354131 0.0 0.0 0.0 0.0 0.0 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 3.567566454470164e-17 2.7026901245117188 2.3763279914855957 0.21987418830394745 0.0010931069264188409 0.0 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 4.632306819616653e-07 1.5691623916278731e-06 1.2593355122353246e-06 8.003876953997937e-09 4.04991408414233e-08 1.2122872136397371e-09 -0.1799259141475472 -0.6068697551627643 0.23078910206725664 -0.0012209830284133727 3.116276481240895 0.038891916168133256 0.0 0.0 0.0 0.0 0.0 0.0 0 40.0 40.0 40.0 40.0 40.0 40.0 0.529669 7 253 253 253 253 253 253 1 0.0 0.0 0.0 0.0 1.0 0.0 0.0 48.0 10.599970817565918 0.0 0.0 0.0 0.0 0.0 0.0 0 1
